0
correct answer:  Yes.
not correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure environment. You need to create a new Azure virtual machine from a tablet that runs the Android operating system. Solution: You use PowerShell in Azure Cloud Shell. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area:"
correct answer:  Azure Databricks.
not correct answer:  Azure Data Factory.
not correct answer:  Azure DevOps.
not correct answer:  Azure HDInsight.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Azure Monitor can monitor the performance of on-premises computers
correct answer:  Yes.
not correct answer:  No.
question: # Azure Monitor can send alerts to Azure Active Directory security groups
correct answer:  Yes.
not correct answer:  No.
question: # Azure Monitor can trigger alerts based on data in an Azure Log Analytics workspace
correct answer:  Yes.
not correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. An Azure administrator plans to run a PowerShell script that creates Azure resources. You need to recommend which computer configuration to use to run the script. Solution: Run the script from a computer that runs Chrome OS and uses Azure Cloud Shell. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
"question: # From Azure Service Health, an administrator can view the health of all the services in an Azure environment"
correct answer:  Yes.
not correct answer:  No.
"question: # From Azure Service Health, an administrator can create a rule to be alerted if an Azure service fails"
correct answer:  Yes.
not correct answer:  No.
"question: # From Azure Service Health, an administrator can prevent a service failure"
not correct answer:  Yes.
correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. An Azure administrator plans to run a PowerShell script that creates Azure resources. You need to recommend which computer configuration to use to run the script. Solution: Run the script from a computer that runs macOS and has PowerShell Core 6.0 installed. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  You need to identify which blades in the Azure portal must be used to perform the following tasks: View security recommendations. Monitor the health of Azure services. Browse available virtual machine images. Which blade should you identify for each task? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Monitor the health of Azure services
correct answer:  Monitor.
not correct answer:  Subscriptions.
not correct answer:  Marketplace.
not correct answer:  Advisor.
question: # Browse available virtual machine images
not correct answer:  Monitor.
not correct answer:  Subscriptions.
correct answer:  Marketplace.
not correct answer:  Advisor.
question: # View security recommendations
not correct answer:  Monitor.
not correct answer:  Subscriptions.
not correct answer:  Marketplace.
correct answer:  Advisor.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure environment. You need to create a new Azure virtual machine from a tablet that runs the Android operating system. Solution: You use Bash in Azure Cloud Shell. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Azure Advisor can generate a list of Azure virtual machines that are protected by Azure Backup
not correct answer:  Yes.
correct answer:  No.
"question: # If you implement the security recommendations provided by Azure Advisor, your company's secure score will decrease"
not correct answer:  Yes.
correct answer:  No.
"question: # To maintain Microsoft support, you must implement the security recommendations provided by Azure Advisor within a period of 30 days"
not correct answer:  Yes.
correct answer:  No.
question:  What can you use to automatically send an alert if an administrator stops an Azure virtual machine?
not correct answer:  Azure Advisor.
not correct answer:  Azure Service Health.
correct answer:  Azure Monitor.
not correct answer:  Azure Network Watcher.
question:  You have an Azure environment. You need to create a new Azure virtual machine from a tablet that runs the Android operating system. What are three possible solutions? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.
correct answer:  Use Bash in Azure Cloud Shell.
correct answer:  Use PowerShell in Azure Cloud Shell.
not correct answer:  Use the PowerApps portal.
not correct answer:  Use the Security & Compliance admin center.
correct answer:  Use the Azure portal.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Azure Advisor provides recommendations on how to improve the security of an Azure Active Directory (Azure AD) environment
not correct answer:  Yes.
correct answer:  No.
question: # Azure Advisor provides recommendations on how to reduce the cost of running Azure virtual machines
correct answer:  Yes.
not correct answer:  No.
question: # Azure Advisor provides recommendations on how to configure the network settings on Azure virtual machines
not correct answer:  Yes.
correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure subscription named Subscription1. You sign in to the Azure portal and create a resource group named RG1. From Azure documentation, you have the following command that creates a virtual machine named VM1. az vm create --resource-group RG1 --name VM1 --image UbuntuLTS --generate-ssh-keys You need to create VM1 in Subscription1 by using the command. Solution: From the Azure portal, launch Azure Cloud Shell and select PowerShell. Run the command in Cloud Shell. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure subscription named Subscription1. You sign in to the Azure portal and create a resource group named RG1. From Azure documentation, you have the following command that creates a virtual machine named VM1. az vm create --resource-group RG1 --name VM1 --image UbuntuLTS --generate-ssh-keys You need to create VM1 in Subscription1 by using the command. Solution: From a computer that runs Windows 10, install Azure CLI. From PowerShell, sign in to Azure and then run the command. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. You have an Azure subscription named Subscription1. You sign in to the Azure portal and create a resource group named RG1. From Azure documentation, you have the following command that creates a virtual machine named VM1. az vm create --resource-group RG1 --name VM1 --image UbuntuLTS --generate-ssh-keys You need to create VM1 in Subscription1 by using the command. Solution: From a computer that runs Windows 10, install Azure CLI. From a command prompt, sign in to Azure and then run the command. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
"question:  Several support engineers plan to manage Azure by using the computers shown in the following table: Computer1-Windows 10; Computer2-Ubuntu; Computer3 MacOS Mojave. You need to identify which Azure management tools can be used from each computer. What should you identify for each computer? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Computer1
not correct answer:  The Azure CLI and the Azure portal.
not correct answer:  The Azure portal and Azure PowerShell.
not correct answer:  The Azure CLI and Azure PowerShell.
"correct answer:  The Azure CLI, the Azure portal, and Azure PowerShell."
question: # Computer2
not correct answer:  The Azure CLI and the Azure portal.
not correct answer:  The Azure portal and Azure PowerShell.
not correct answer:  The Azure CLI and Azure PowerShell.
"correct answer:  The Azure CLI, the Azure portal, and Azure PowerShell."
question: # c) Computer3
not correct answer:  The Azure CLI and the Azure portal.
not correct answer:  The Azure portal and Azure PowerShell.
not correct answer:  The Azure CLI and Azure PowerShell.
"correct answer:  The Azure CLI, the Azure portal, and Azure PowerShell."
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: You can access Compliance Manager from the"
not correct answer:  Azure Active Directory admin center.
correct answer:  Azure portal.
not correct answer:  Microsoft 365 admin center.
not correct answer:  Microsoft Service Trust Portal.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area:"
not correct answer:  Azure policies provide.
not correct answer:  Resource groups provide.
correct answer:  Azure Resource Manager templates provide.
not correct answer:  Management groups provide.
question:  An Azure administrator plans to run a PowerShell script that creates Azure resources. You need to recommend which computer configuration to use to run the script. Which three computers can run the script? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.
correct answer:  A computer that runs macOS and has PowerShell Core 6.0 installed.
correct answer:  A computer that runs Windows 10 and has the Azure PowerShell module installed.
not correct answer:  A computer that runs Linux and has the Azure PowerShell module installed.
not correct answer:  A computer that runs Linux and has the Azure CLI tools installed.
correct answer:  A computer that runs Chrome OS and uses Azure Cloud Shell.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Azure Firewall will encrypt all the network traffic sent from Azure the Internet
not correct answer:  Yes.
correct answer:  No.
question: # A network security group (NSG) will encrypt all the network traffic sent from Azure to the Internet
not correct answer:  Yes.
correct answer:  No.
question: # Azure virtual machines that run Windows Server 2016 can encrypt network traffic sent to the Internet
not correct answer:  Yes.
correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Azure Security Center can monitor Azure resources and on- premises resources
correct answer:  Yes.
not correct answer:  No.
question: # All Azure Security Center features are free
not correct answer:  Yes.
correct answer:  No.
"question: # From Azure Security Center, you can download a Regulatory Compliance report."
correct answer:  Yes.
not correct answer:  No.
question:  You need to configure an Azure solution that meets the following requirements: Secures websites from attacks - ✑ Generates reports that contain details of attempted attacks What should you include in the solution?
not correct answer:  Azure Firewall.
not correct answer:  A network security group (NSG).
not correct answer:  Azure Information Protection.
correct answer:  DDoS protection.
"question:  You plan to implement several security services for an Azure environment. You need to identify which Azure services must be used to meet the following security requirements: ✑ Monitor threats by using sensors ✑ Enforce Azure Multi-Factor Authentication (MFA) based on a condition Which Azure service should you identify for each requirement? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Monitor threats by using sensors:
not correct answer:  Azure Monitor.
not correct answer:  Azure Security Center.
not correct answer:  Azure Active Directory (Azure AD) Identity Protection.
correct answer:  Azure Advanced Threat Protection (ATP).
question: #
not correct answer:  Azure Monitor.
not correct answer:  Azure Security Center.
correct answer:  Azure Active Directory (Azure AD) Identity Protection.
not correct answer:  Azure Advanced Threat Protection (ATP).
question:  Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. What are two possible solutions? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.
not correct answer:  Modify an Azure Traffic Manager profile.
correct answer:  Modify a network security group (NSG).
not correct answer:  Modify a DDoS protection plan.
not correct answer:  Modify an Azure firewall.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: You can enable just in time (JIT) VM access by using"
not correct answer:  Azure Bastion.
not correct answer:  Azure Firewall.
not correct answer:  Azure Front Door.
correct answer:  Azure Security Center.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # You can associate a network security group (NSG) to a virtual network subnet
correct answer:  Yes.
not correct answer:  No.
question: # You can associate a network security group (NSG) to a virtual network
not correct answer:  Yes.
correct answer:  No.
question: # You can associate a network security group (NSG) to a network interface
correct answer:  Yes.
not correct answer:  No.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. Azure Key Vault is used to store secrets for Azure Active Directory (Azure AD) user accounts. Instructions: Review the underlined text. If it makes the statement correct, select ג€No change is neededג€. If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  Azure Active Directory (Azure AD) administrative accounts.
not correct answer:  Personally Identifiable Information (PII).
correct answer:  Server applications.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: After you create a virtual machine, you need to modify to allow connections to TCP port 8080 on the virtual machine"
correct answer:  Network security group (NSG).
not correct answer:  Virtual network gateway.
not correct answer:  Virtual network.
not correct answer:  Eoute table.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # You can create custom Azure roles to control access to resources
correct answer:  Yes.
not correct answer:  No.
question: # A user account can be assigned to multiple Azure roles
correct answer:  Yes.
not correct answer:  No.
question: # A resource group can have the Owner role assigned to multiple users
not correct answer:  Yes.
correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. Solution: You modify a network security group (NSG). Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. Solution: You modify a DDoS protection plan. Does this meet the goal?"
not correct answer:  Yes.
correct answer:  No.
question:  You need to collect and automatically analyze security events from Azure Active Directory (Azure AD). What should you use?
correct answer:  Azure Sentinel.
not correct answer:  Azure Synapse Analytics.
not correct answer:  Azure AD Connect.
not correct answer:  Azure Key Vault.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. Solution: You modify an Azure firewall. Does this meet the goal?"
correct answer:  Yes.
not correct answer:  No.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: From you can view which user turned off a specific virtual machine during the last 14 days"
not correct answer:  Azure Access Control IAM.
not correct answer:  Azure Event Hubs.
correct answer:  Azure Activity Log.
not correct answer:  Azure Service Health.
question:  Which Azure service can you use as a security information and event management (SIEM) solution?
not correct answer:  Azure Analysis Services.
correct answer:  Azure Sentinel.
not correct answer:  Azure Information Protection.
not correct answer:  Azure Cognitive Services.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: Your company implements automatically add a watermark to Microsoft Word documents that contain credit card information"
not correct answer:  Azure policies.
not correct answer:  DDoS protection.
correct answer:  Azure Information Protection.
not correct answer:  Azure Active Directory (Azure AD) Identity Protection.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: You have an Azure virtual network named VNET1 in a resource group named RG1. You assign the Azure Policy definition of Not Allowed Resource Type and specify that virtual networks are not an allowed resource type in RG1. VNET1"
not correct answer:  Is deleted automatically.
not correct answer:  Is moved automatically to another resource group.
correct answer:  Continues to function normally.
not correct answer:  Is now a read-only object.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. From Azure Cloud Shell, you can track your companyג€™s regulatory standards and regulations, such as ISO 27001. Instructions: Review the underlined text. If it makes the statement correct, select ג€No change is needed.ג€ If the statement is incorrect, select the answer choice that makes the statement correct."
not correct answer:  No change is needed.
not correct answer:  The Microsoft Cloud Partner Portal.
correct answer:  Compliance Manager.
not correct answer:  The Trust Center.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # You can create Group Polices in Azure Active Directory (Azure AD)
correct answer:  Yes.
not correct answer:  No.
question: # You can join Windows 10 devices to Azure Active Directory (Azure AD)
correct answer:  Yes.
not correct answer:  No.
question: # You can join Android devices to Azure Active Directory (Azure AD)
not correct answer:  Yes.
correct answer:  No.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: The explains what data Microsoft processes, how Microsoft processes the data, and the purpose of processing the data."
correct answer:  The Microsoft Online Services Privacy Statement.
not correct answer:  Microsoft Online Services Terms.
not correct answer:  Microsoft Online Service Level Agreement.
not correct answer:  Online Subscription Agreement for Microsoft Azure.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: Is the process of verifying a user's credentials"
not correct answer:  Authorization.
correct answer:  Authentication.
not correct answer:  Federation.
not correct answer:  Ticketing.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: An Azure Policy initiative definition is a"
correct answer:  Collection of policy definitions.
not correct answer:  Collection of Azure Policy definition assignments.
not correct answer:  Group of Azure Blueprints definitions.
not correct answer:  Group of role-based access control (RBAC) role assignments.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: Provide organizations with the ability to manage the compliance of Azure resources across multiple subscriptions"
not correct answer:  Resource groups.
not correct answer:  Management groups.
correct answer:  Azure policies.
not correct answer:  Azure App Service plans.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # General Data Protection Regulation (GDPR) defines data protection and privacy rules
correct answer:  Yes.
not correct answer:  No.
question: # General Data Protection Regulation (GDPR) applies to companies that offer goods or services to individuals in the EU
correct answer:  Yes.
not correct answer:  No.
question: # Azure can be used to build a General Data Protection Requlation (GDPR)-compliant infrastructure
correct answer:  Yes.
not correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # You can add an Azure Resource Manager template to an Azure blueprint
correct answer:  Yes.
not correct answer:  No.
question: # You can assign an Azure blueprint to a resource group
not correct answer:  Yes.
correct answer:  No.
question: # You can use Azure Blueprints to grant permissions to a resource
correct answer:  Yes.
not correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Azure China is operated by Microsoft
not correct answer:  Yes.
correct answer:  No.
question: # Azure Government is operated by Microsoft
correct answer:  Yes.
not correct answer:  No.
question: # Azure Government is available only to US government agencies and their partners
correct answer:  Yes.
not correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # An Azure resource can have multiple Delete locks
correct answer:  Yes.
not correct answer:  No.
question: # An Azure resource inherits locks from its resource group
correct answer:  Yes.
not correct answer:  No.
"question: # If an Azure resource has a Read-only lock, you can add a Delete lock to the resource"
correct answer:  Yes.
not correct answer:  No.
question:  Your company plans to migrate all on-premises data to Azure. You need to identify whether Azure complies with the companyג€™s regional requirements. What should you use?
not correct answer:  The Knowledge Center.
not correct answer:  Azure Marketplace.
not correct answer:  The MyApps portal.
correct answer:  The Trust Center.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Authorization to access Azure resources can be provided only to Azure Active Directory (Azure AD) users
not correct answer:  Yes.
correct answer:  No.
"question: # Identities stored in Azure Active Directory (Azure AD), third-party cloud services, and on- premises Active Directory can be used to access Azure resources"
correct answer:  Yes.
not correct answer:  No.
question: # Azure has built-in authentication and authorization services that provide secure access to Azure resources
correct answer:  Yes.
not correct answer:  No.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: If a resource group named RG1 has a delete lock, can delete RG1"
not correct answer:  Only a member of the global administrators group.
correct answer:  The delete lock must be removed before an administrator.
not correct answer:  An Azure policy must be modified before an administrator.
not correct answer:  An Azure tag must be added before an administrator.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Identities stored in an on-premises Active Directory can be synchronized to Azure Active Directory (Azure AD)
correct answer:  Yes.
not correct answer:  No.
"question: # Identities stored in Azure Active Directory (Azure AD), third-party cloud services, and on-premises Active Directory can be used to access Azure resources"
correct answer:  Yes.
not correct answer:  No.
question: # Azure has built-in authentication and authorization services that provide secure access to Azure resources
correct answer:  Yes.
not correct answer:  No.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: You can view your company's regulatory compliance report from"
not correct answer:  Azure Advisor.
not correct answer:  Azure Analysis Services.
not correct answer:  Azure Monitor.
correct answer:  Azure Security Center.
question:  What should you use to evaluate whether your companyג€™s Azure environment meets regulatory requirements?
not correct answer:  Azure Service Health.
not correct answer:  Azure Knowledge Center.
correct answer:  Azure Security Center.
not correct answer:  Azure Advisor.
question:  Your company has an Azure subscription that contains resources in several regions. You need to ensure that administrators can only create resources in those regions. What should you use?
not correct answer:  A read-only lock.
correct answer:  An Azure policy.
not correct answer:  A management group.
not correct answer:  A reservation.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # Azure Active Directory (Azure AD) requires the implementation of domain controllers on Azure virtual machines
not correct answer:  Yes.
correct answer:  No.
question: # Azure Active Directory (Azure AD) provides authentication services for resources hosted in Azure and Microsoft 365
correct answer:  Yes.
not correct answer:  No.
question: # Each user account in Azure Active Directory (Azure AD) can be assigned only one license
not correct answer:  Yes.
correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
"question: # To implement an Azure Multi-Factor Authentication (MFA) solution, you must sync on-premises identities to the cloud"
not correct answer:  Yes.
correct answer:  No.
question: # Two valid methods for Azure Multi-Factor Authentication (MFA) are picture identification and a passport number
not correct answer:  Yes.
correct answer:  No.
question: # Azure Multi-Factor Authentication (MFA) can be required for administrative and non- administrative user accounts
correct answer:  Yes.
not correct answer:  No.
"question:  Your network contains an Active Directory forest. The forest contains 5,000 user accounts. Your company plans to migrate all network resources to Azure and to decommission the on-premises data center. You need to recommend a solution to minimize the impact on users after the planned migration. What should you recommend?"
not correct answer:  Implement Azure Multi-Factor Authentication (MFA).
correct answer:  Sync all the Active Directory user accounts to Azure Active Directory (Azure AD).
not correct answer:  Instruct all users to change their password.
not correct answer:  Create a guest user account in Azure Active Directory (Azure AD) for each user.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # You can configure the Azure Active Directory (Azure AD) activity logs to appear in Azure Monitor
correct answer:  Yes.
not correct answer:  No.
"question: # From Azure Monitor, you can monitor resources across multiple Azure subscriptions"
correct answer:  Yes.
not correct answer:  No.
"question: # From Azure Monitor, you can create alerts"
correct answer:  Yes.
not correct answer:  No.
"question:  You create a resource group named RG1 in Azure Resource Manager. You need to prevent the accidental deletion of the resources in RG1. Which setting should you use? To answer, select the appropriate setting in the answer area. Hot Area:"
not correct answer:  Quickstart.
not correct answer:  Resource costs.
not correct answer:  Deployments.
not correct answer:  Policies.
not correct answer:  Properties.
correct answer:  Locks.
not correct answer:  Automation script.
question:  You have a resource group named RG1. You need to prevent the creation of virtual machines only in RG1. The solution must ensure that other objects can be created in RG1. What should you use?
not correct answer:  A lock.
not correct answer:  An Azure role.
not correct answer:  A tag.
correct answer:  An Azure policy.
question:  You have an Azure subscription and 100 Windows 10 devices. You need to ensure that only users whose devices have the latest security patches installed can access Azure Active Directory (Azure AD)-integrated applications. What should you implement?
correct answer:  A conditional access policy.
not correct answer:  Azure Bastion.
not correct answer:  Azure Firewall.
not correct answer:  Azure Policy.
question:  What should you use to evaluate whether your companyג€™s Azure environment meets regulatory requirements?
not correct answer:  The Knowledge Center website.
not correct answer:  The Advisor blade from the Azure portal.
correct answer:  Compliance Manager from the Service Trust Portal.
not correct answer:  Compliance Manager from the Service Trust Portal.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: enables users to authenticate to multiple applications by using single sign-on (SSO)"
not correct answer:  Application security groups in Azure Azure.
correct answer:  Active Directory (Azure AD).
not correct answer:  Azure Key Vault.
not correct answer:  Azure Security Center.
"question:  To complete the sentence, select the appropriate option in the answer area. Hot Area: You deploy an Azure resource. The resource becomes unavailable for an extended period due to a service outage. Microsoft will"
not correct answer:  Refund your bank account.
not correct answer:  Migrate the resource to another subscription.
correct answer:  Credit your Azure account.
not correct answer:  Send you a coupon code that you can redeem for Azure credits.
question:  Which task can you perform by using Azure Advisor?
not correct answer:  Integrate Active Directory and Azure Active Directory (Azure AD).
correct answer:  Estimate the costs of an Azure solution.
not correct answer:  Confirm that Azure subscription security follows best practices.
not correct answer:  Evaluate which on-premises resources can be migrated to Azure.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
"question: # If your company uses an Azure free account, you will only be able to use a subset of Azure services"
not correct answer:  Yes.
correct answer:  No.
question: # All Azure free accounts expire after a specific period
correct answer:  Yes.
not correct answer:  No.
question: # You can create up to 10 Azure free accounts by using the same Microsoft account
not correct answer:  Yes.
correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # All Azure services in private preview must be accessed by using a separate Azure portal
not correct answer:  Yes.
correct answer:  No.
question: # Azure services in public preview can be used in production environments
correct answer:  Yes.
not correct answer:  No.
question: # Azure services in public preview are subject to a Service Level Agreement (SLA)
not correct answer:  Yes.
correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # A Standard support plan is included in an Azure free account
not correct answer:  Yes.
correct answer:  No.
question: # A Premier support plan can only be purchased by companies that have an Enterprise Agreement (EA)
correct answer:  Yes.
not correct answer:  No.
question: # Support from MSDN forums is only provided to companies that have a pay-as-you-go subscription
not correct answer:  Yes.
correct answer:  No.
"question:  This question requires that you evaluate the underlined text to determine if it is correct. If Microsoft plans to end support for an Azure service that does NOT have a successor service, Microsoft will provide notification at least 12 months before. Instructions: Review the underlined text. If it makes the statement correct, select ג€No change is neededג€. If the statement is incorrect, select the answer choice that makes the statement correct."
correct answer:  No change is needed.
not correct answer:  6 months.
not correct answer:  90 days.
not correct answer:  30 days.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
question: # A user who is assigned the Owner role can transfer ownership of an Azure subscription
not correct answer:  Yes.
correct answer:  No.
question: # You can convert the Azure subscription of your company from Free Trial to Pay-As-You-Go
correct answer:  Yes.
not correct answer:  No.
question: # You can convert the Azure subscription of your company from Free Trial to Pay-As-You-Go
correct answer:  Yes.
not correct answer:  No.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point. Hot Area:"
"question: # Statements With Azure Reservations, you pay less fer virtual machines than with pay as-you-go pricing"
correct answer:  Yes.
not correct answer:  No.
question: # Two Azure virtual machines that use the B25 size have the same monthly costs
not correct answer:  Yes.
correct answer:  No.
"question: # When an Azure virtual machine is stopped, you continue to pay storage costs for the virtual machine"
correct answer:  Yes.
not correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company has an Azure subscription that contains the following unused resources: ✑ 20 user accounts in Azure Active Directory (Azure AD) ✑ Five groups in Azure AD ✑ 10 public IP addresses ✑ 10 network interfaces You need to reduce the Azure costs for the company. Solution: You remove the unused network interfaces. Does this meet the goal"
not correct answer:  Yes.
correct answer:  No.
"question:  Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution. After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen. Your company has an Azure subscription that contains the following unused resources: ✑ 20 user accounts in Azure Active Directory (Azure AD) Five groups in Azure AD - ✑ 10 public IP addresses ✑ 10 network interfaces You need to reduce the Azure costs for the company. Solution: You remove the unused public IP addresses. Does this meet the goal?"
