header,review_text
Which statement best describes Elastic Load Balancing?, Which statement best describes Elastic Load Balancing?A . It translates a domain name into an IP address using DNC . It distributes incoming application traffic across one or more Amazon EC2 instances.D . It collects metrics on connected Amazon EC2 instances.E . It automatically adjusts the number of Amazon EC2 instances to support incoming...Continue reading 
"Which of the following is a correct relationship between regions, Availability Zones, and edge locations?"," Which of the following is a correct relationship between regions, Availability Zones, and edge locations?A . Data centers contain regions.B . Regions contain Availability Zones.C . Availability Zones contain edge locations.D . Edge locations contain regions. View Answer Answer: B Explanation: Reference: https://aws.amazon.com/about-aws/global-infrastructure/regions_az/#Region_Maps_and_Edge_Networks... "
"Where are AWS compliance documents, such as an SOC 1 report, located?"," Where are AWS compliance documents, such as an SOC 1 report, located?A . Amazon InspectorB . AWS CloudTrailC . AWS ArtifactD . AWS Certificate Manager View Answer Answer: C Explanation: Reference: https://aws.amazon.com/compliance/soc-faqs/... "
Which of the following are valid ways for a customer to interact with AWS services? (Choose two.), Which of the following are valid ways for a customer to interact with AWS services? (Choose two.)A . Command line interfaceB . On-premisesC . Software Development KitsD . Software-as-a-serviceE . Hybrid View Answer Answer: AC... 
Which AWS service provides alerts when an AWS event may impact a company’s AWS resources?, Which AWS service provides alerts when an AWS event may impact a company’s AWS resources?A . AWS Personal Health DashboardB . AWS Service Health DashboardC . AWS Trusted AdvisorD . AWS Infrastructure Event Management View Answer Answer: A Explanation: AWS Personal Health Dashboard provides alerts and remediation guidance when AWS is experiencing events that...Continue reading 
What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?, What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?A . It simplifies relational database administration tasks.B . It provides 99.99999999999% reliability and durability.C . It automatically scales databases for loads.D . It enabled users to dynamically adjust CPU and RAM resources. View Answer Answer: A... 
"Compared with costs in traditional and virtualized data centers, AWS has:"," Compared with costs in traditional and virtualized data centers, AWS has:A . greater variable costs and greater upfront costs.B . fixed usage costs and lower upfront costs.C . lower variable costs and greater upfront costs.D . lower variable costs and lower upfront costs. View Answer Answer: D Explanation: Reference: https://d1.awsstatic.com/whitepapers/introduction-to-aws-cloud-economics-final.pdf (10)... "
Which Amazon EC2 pricing model adjusts based on supply and demand of EC2 instances?," Which Amazon EC2 pricing model adjusts based on supply and demand of EC2 instances?A . On-Demand InstancesB . Reserved InstancesC . Spot InstancesD . Convertible Reserved Instances View Answer Answer: C Explanation: In the new model, the Spot prices are more predictable, updated less frequently, and are determined by supply and demand for Amazon...Continue reading "
"According to best practices, how should an application be designed to run in the AWS Cloud?"," According to best practices, how should an application be designed to run in the AWS Cloud?A . Use tightly coupled components.B . Use loosely coupled components.C . Use infrequently coupled components.D . Use frequently coupled components. View Answer Answer: B Explanation: Reference: https://d1.awsstatic.com/whitepapers/AWS_Cloud_Best_Practices.pdf... "
What is an example of agility in the AWS Cloud?, What is an example of agility in the AWS Cloud?A . Access to multiple instance typesB . Access to managed servicesC . Using Consolidated Billing to produce one billD . Decreased acquisition time for new compute resources View Answer Answer: D Explanation: Reference: https://aws.amazon.com/blogs/enterprise-strategy/risk-is-lack-of-agility/... 
Which AWS managed service is used to host databases?," Which AWS managed service is used to host databases?A . AWS BatchB . AWS ArtifactC . AWS Data PipelineD . Amazon RDS View Answer Answer: D Explanation: Explanation Amazon Relational Database Service (Amazon RDS) makes it easy to set up, operate, and scale a relational database in the cloud. It provides cost-efficient and resizable...Continue reading "
Which AWS service would you use to obtain compliance reports and certificates?," Which AWS service would you use to obtain compliance reports and certificates?A . AWS ArtifactB . AWS LambdaC . Amazon InspectorD . AWS Certificate Manager View Answer Answer: A Explanation: AWS Artifact is your go-to, central resource for compliance-related information that matters to you. It provides on-demand access to AWS’ security and compliance reports...Continue reading "
What is the AWS customer responsible for according to the AWS shared responsibility model?, What is the AWS customer responsible for according to the AWS shared responsibility model?A . Physical access controlsB . Data encryptionC . Secure disposal of storage devicesD . Environmental risk management View Answer Answer: B... 
"Under the shared responsibility model, which of the following is the customer responsible for?"," Under the shared responsibility model, which of the following is the customer responsible for?A . Ensuring that disk drives are wiped after use.B . Ensuring that firmware is updated on hardware devices.C . Ensuring that data is encrypted at rest.D . Ensuring that network cables are category six or higher. View Answer Answer: C...Continue reading "
What is Amazon CloudWatch?, What is Amazon CloudWatch?A . A code repository with customizable build and team commit features.B . A metrics repository with customizable notification thresholds and channels.C . A security configuration repository with threat analytics.D . A rule repository of a web application firewall with automated vulnerability prevention features. View Answer Answer: B Explanation: Amazon CloudWatch...Continue reading 
Which of the following services will automatically scale with an expected increase in web traffic?, Which of the following services will automatically scale with an expected increase in web traffic?A . AWS CodePipelineB . Elastic Load BalancingC . Amazon EBSD . AWS Direct Connect View Answer Answer: B Explanation: Reference: https://aws.amazon.com/elasticloadbalancing/... 
Which service should a customer use to consolidate and centrally manage multiple AWS accounts?, Which service should a customer use to consolidate and centrally manage multiple AWS accounts?A . AWS IAMB . AWS OrganizationsC . AWS Schema Conversion ToolD . AWS Config View Answer Answer: B Explanation: Reference: https://aws.amazon.com/organizations/... 
What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?, What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?A . AWS Enterprise SupportB . AWS Solutions ArchitectsC . AWS Professional ServicesD . AWS Account Managers View Answer Answer: C Explanation: Reference: https://aws.amazon.com/professional-services/... 
Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?, Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?A . Spot InstancesB . Reserved InstancesC . Dedicated HostsD . On-Demand Instances View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/... 
Which of the following are advantages of AWS consolidated billing? (Choose two.)," Which of the following are advantages of AWS consolidated billing? (Choose two.)A . The ability to receive one bill for multiple accountsB . Service limits increasing by default in all accountsC . A fixed discount on the monthly billD . Potential volume discounts, as usage in all accounts is combinedE . The automatic extension...Continue reading "
Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?, Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?A . Fault toleranceB . Global reachC . Pay-as-you-go pricingD . High availability View Answer Answer: B... 
"Under the shared responsibility model, which of the following is a shared control between a customer and AWS?"," Under the shared responsibility model, which of the following is a shared control between a customer and AWS?A . Physical controlsB . Patch managementC . Zone securityD . Data center auditing View Answer Answer: B... "
Which service would meet that need by enabling serverless architectures?, A company wants to reduce the physical compute footprint that developers use to run code. Which service would meet that need by enabling serverless architectures?A . Amazon Elastic Compute Cloud (Amazon EC2)B . AWS LambdaC . Amazon DynamoDBD . AWS CodeCommit View Answer Answer: B Explanation: AWS Lambda is an integral part of coding...Continue reading 
Which Amazon EC2 instance pricing model can provide discounts of up to 90%?, Which Amazon EC2 instance pricing model can provide discounts of up to 90%?A . Reserved InstancesB . On-DemandC . Dedicated HostsD . Spot Instances View Answer Answer: D Explanation: Reference: https://aws.amazon.com/ec2/spot/... 
Which AWS service can be used to manually launch instances based on resource requirements?, Which AWS service can be used to manually launch instances based on resource requirements?A . Amazon EBSB . Amazon S3C . Amazon EC2D . Amazon ECS View Answer Answer: C... 
Which is a recommended pattern for designing a highly available architecture on AWS?, Which is a recommended pattern for designing a highly available architecture on AWS?A . Ensure that components have low-latency network connectivity.B . Run enough Amazon EC2 instances to operate at peak load.C . Ensure that the application is designed to accommodate failure of any single component.D . Use a monolithic application that handles all...Continue reading 
The AWS Cloud’s multiple Regions are an example of:, The AWS Cloud’s multiple Regions are an example of:A . agility.B . global infrastructure.C . elasticity.D . pay-as-you-go pricing. View Answer Answer: B... 
Which of the following AWS features enables a user to launch a pre-configured Amazon Elastic Compute Cloud (Amazon EC2) instance?," Which of the following AWS features enables a user to launch a pre-configured Amazon Elastic Compute Cloud (Amazon EC2) instance?A . Amazon Elastic Block Store (Amazon EBS)B . Amazon Machine ImageC . Amazon EC2 Systems ManagerD . Amazon AppStream 2.0 View Answer Answer: B Explanation: To use Amazon EC2, you simply: – Select a...Continue reading "
Which pricing construct would provide the MOST cost-effective solution?, A company is migrating an application that is running non-interruptible workloads for a three-year time frame. Which pricing construct would provide the MOST cost-effective solution?A . Amazon EC2 Spot InstancesB . Amazon EC2 Dedicated InstancesC . Amazon EC2 On-Demand InstancesD . Amazon EC2 Reserved Instances View Answer Answer: D... 
"Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?"," Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?A . AWS MarketplaceB . Amazon LumberyardC . AWS ArtifactD . Amazon CloudSearch View Answer Answer: A Explanation: AWS Marketplace is a digital catalog with thousands of software listings from independent...Continue reading "
Which of the following is an advantage of consolidated billing on AWS?," Which of the following is an advantage of consolidated billing on AWS?A . Volume pricing qualificationB . Shared access permissionsC . Multiple bills per accountD . Eliminates the need for tagging View Answer Answer: A Explanation: If you have multiple standalone accounts, your charges might decrease if you add the accounts to an organization....Continue reading "
Which of the following Identity and Access Management (IAM) entities is associated with an access key ID and secret access key when using AWS Command Line Interface (AWS CLI)?, Which of the following Identity and Access Management (IAM) entities is associated with an access key ID and secret access key when using AWS Command Line Interface (AWS CLI)?A . IAM groupB . IAM userC . IAM roleD . IAM policy View Answer Answer: B Explanation: Reference: https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html... 
Which of the following AWS programs can a customer take advantage of to achieve that outcome?, A customer would like to design and build a new workload on AWS Cloud but does not have the AWS-related software technical expertise in-house. Which of the following AWS programs can a customer take advantage of to achieve that outcome?A . AWS Partner Network Technology PartnersB . AWS MarketplaceC . AWS Partner Network Consulting...Continue reading 
What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?, What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?A . Project managementB . Antivirus software licensingC . Data center securityD . Software development View Answer Answer: C... 
The use of what AWS feature or service allows companies to track and categorize spending on a detailed level?, The use of what AWS feature or service allows companies to track and categorize spending on a detailed level?A . Cost allocation tagsB . Consolidated billingC . AWS BudgetsD . AWS Marketplace View Answer Answer: C Explanation: Reference: https://aws.amazon.com/blogs/startups/how-to-set-aws-budget-when-paying-with-aws-credits/... 
"Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?"," Which service enables risk auditing by continuously monitoring and logging account activity, including user actions in the AWS Management Console and AWS SDKs?A . Amazon CloudWatchB . AWS CloudTrailC . AWS ConfigD . AWS Health View Answer Answer: B Explanation: Reference: https://aws.amazon.com/cloudtrail/... "
Which of the following can limit Amazon Storage Service (Amazon S3) bucket access to specific users?, Which of the following can limit Amazon Storage Service (Amazon S3) bucket access to specific users?A . A public and private key-pairB . Amazon InspectorC . AWS Identity and Access Management (IAM) policiesD . Security Groups View Answer Answer: C Explanation: Reference: https://aws.amazon.com/blogs/security/how-to-restrict-amazon-s3-bucket-access-to-a-specific­iam-role/... 
What approach to transcoding a large number of individual video files adheres to AWS architecture principles?, What approach to transcoding a large number of individual video files adheres to AWS architecture principles?A . Using many instances in parallelB . Using a single large instance during off-peak hoursC . Using dedicated hardwareD . Using a large GPU instance type View Answer Answer: A Explanation: Reference: https://aws.amazon.com/solutions/case-studies/encoding/... 
Which AWS service allows companies to connect an Amazon VPC to an on-premises data center?, Which AWS service allows companies to connect an Amazon VPC to an on-premises data center?A . AWS VPNB . Amazon RedshiftC . API GatewayD . Amazon Connect View Answer Answer: D Explanation: AWS Direct Connect enables you to securely connect your AWS environment to your on-premises data center or office location over a standard...Continue reading 
"When architecting cloud applications, which of the following are a key design principle?"," When architecting cloud applications, which of the following are a key design principle?A . Use the largest instance possibleB . Provision capacity for peak loadC . Use the Scrum development processD . Implement elasticity View Answer Answer: D Explanation: Cloud services main proposition is to provide elasticity through horizontal scaling. It’s already there. As...Continue reading "
Which of the following is an AWS managed Domain Name System (DNS) web service?, Which of the following is an AWS managed Domain Name System (DNS) web service?A . Amazon Route 53B . Amazon NeptuneC . Amazon SageMakerD . Amazon Lightsail View Answer Answer: A Explanation: Reference: https://aws.amazon.com/getting-started/tutorials/get-a-domain/... 
What term would describe this model?, Web servers running on Amazon EC2 access a legacy application running in a corporate data center. What term would describe this model?A . Cloud-nativeB . Partner networkC . Hybrid architectureD . Infrastructure as a service View Answer Answer: C Explanation: Reference: https://aws.amazon.com/enterprise/hybrid/... 
"Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?"," Which service stores objects, provides real-time access to those objects, and offers versioning and lifecycle capabilities?A . Amazon GlacierB . AWS Storage GatewayC . Amazon S3D . Amazon EBS View Answer Answer: C Explanation: Reference: https://aws.amazon.com/s3/faqs/... "
The financial benefits of using AWS are: (Choose two.), The financial benefits of using AWS are: (Choose two.)A . reduced Total Cost of Ownership (TCO).B . increased capital expenditure (capex).C . reduced operational expenditure (opex).D . deferred payment plans for startups.E . business credit lines for stratups. View Answer Answer: AC... 
Which task is AWS responsible for in the shared responsibility model for security and compliance?, Which task is AWS responsible for in the shared responsibility model for security and compliance?A . Granting access to individuals and servicesB . Encrypting data in transitC . Updating Amazon EC2 host firmwareD . Updating operating systems View Answer Answer: C Explanation: AWS Compliance enables customers to establish and operate in an AWS security...Continue reading 
A characteristic of edge locations is that they:, A characteristic of edge locations is that they:A . host Amazon EC2 instances closer to users.B . help lower latency and improve performance for users.C . cache frequently changing data without reaching the origin server.D . refresh data changes daily. View Answer Answer: C Explanation: Reference: https://www.edureka.co/community/600/what-is-an-edge-location-in-aws... 
Which AWS tools assist with estimating costs? (Choose three.), Which AWS tools assist with estimating costs? (Choose three.)A . Detailed billing reportB . Cost allocation tagsC . AWS Simple Monthly CalculatorD . AWS Total Cost of Ownership (TCO) CalculatorE . Cost Estimator View Answer Answer: BCD... 
"Which of the following is a correct relationship between regions, Availability Zones, and edge locations?"," Which of the following is a correct relationship between regions, Availability Zones, and edge locations?A . Data centers contain regions.B . Regions contain Availability Zones.C . Availability Zones contain edge locations.D . Edge locations contain regions. View Answer Answer: B Explanation: Reference: https://aws.amazon.com/about-aws/global-infrastructure/regions_az/#Region_Maps_and_Edge_Networks... "
Which AWS services are defined as global instead of regional? (Choose two.), Which AWS services are defined as global instead of regional? (Choose two.)A . Amazon Route 53B . Amazon EC2C . Amazon S3D . Amazon CloudFrontE . Amazon DynamoDB View Answer Answer: AD Explanation: Reference: http://jayendrapatil.com/aws-global-vs-regional-vs-az-resources/... 
Which AWS service provides a simple and scalable shared file storage solution for use with Linux-based AWS and on-premises servers?," Which AWS service provides a simple and scalable shared file storage solution for use with Linux-based AWS and on-premises servers?A . Amazon S3B . Amazon GlacierC . Amazon EBSD . Amazon EFS View Answer Answer: D Explanation: Amazon Elastic File System (Amazon EFS) provides a simple, scalable, fully managed elastic NFS file system for...Continue reading "
Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance?, Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance?A . AWS Cost ExplorerB . AWS Trusted AdvisorC . Consolidated billingD . Detailed billing View Answer Answer: B... 
Which of the following AWS solutions would meet the company’s needs?, A company is looking for a scalable data warehouse solution. Which of the following AWS solutions would meet the company’s needs?A . Amazon Simple Storage Service (Amazon S3)B . Amazon DynamoDBC . Amazon KinesisD . Amazon Redshift View Answer Answer: D Explanation: Reference: https://aws.amazon.com/redshift/... 
Which AWS service should they use?, A customer needs to run a MySQL database that easily scales. Which AWS service should they use?A . Amazon AuroraB . Amazon RedshiftC . Amazon DynamoDBD . Amazon ElastiCache View Answer Answer: A Explanation: Reference: https://aws.amazon.com/rds/aurora/serverless/... 
Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?, Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?A . Implement automation.B . Design for agility.C . Design for failure.D . Implement elasticity. View Answer Answer: C... 
"Which AWS service should be used for long-term, low-cost storage of data backups?"," Which AWS service should be used for long-term, low-cost storage of data backups?A . Amazon RDSB . Amazon GlacierC . AWS SnowballD . AWS EBS View Answer Answer: B Explanation: Explanation Amazon S3 Glacier is a secure, durable, and low-cost storage class of S3 for data archiving and long-term backup. Customers can store large...Continue reading "
"Where are AWS compliance documents, such as an SOC 1 report, located?"," Where are AWS compliance documents, such as an SOC 1 report, located?A . Amazon InspectorB . AWS CloudTrailC . AWS ArtifactD . AWS Certificate Manager View Answer Answer: C Explanation: Reference: https://aws.amazon.com/compliance/soc-faqs/... "
Which service provides a virtually unlimited amount of online highly durable object storage?, Which service provides a virtually unlimited amount of online highly durable object storage?A . Amazon RedshiftB . Amazon Elastic File System (Amazon EFS)C . Amazon Elastic Container Service (Amazon ECS)D . Amazon S3 View Answer Answer: D Explanation: Reference: https://aws.amazon.com/what-is-cloud-object-storage/... 
Which of the following Reserved Instance (RI) pricing models provides the highest average savings compared to On-Demand pricing?," Which of the following Reserved Instance (RI) pricing models provides the highest average savings compared to On-Demand pricing?A . One-year, No Upfront, Standard RI pricingB . One-year, All Upfront, Convertible RI pricingC . Three-year, All Upfront, Standard RI pricingD . Three-year, No Upfront, Convertible RI pricing View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/reserved-instances/pricing/... "
Which of the following are features of Amazon CloudWatch Logs? (Choose two.), Which of the following are features of Amazon CloudWatch Logs? (Choose two.)A . Summaries by Amazon Simple Notification Service (Amazon SNS)B . Free Amazon Elasticsearch Service analyticsC . Provided at no chargeD . Real-time monitoringE . Adjustable retention View Answer Answer: DE... 
Which of the following are categories of AWS Trusted Advisor? (Choose two.)," Which of the following are categories of AWS Trusted Advisor? (Choose two.)A . Fault ToleranceB . Instance UsageC . InfrastructureD . PerformanceE . Storage Capacity View Answer Answer: AD Explanation: Like your customized cloud expert, AWS Trusted Advisor analyzes your AWS environment and provides best practice recommendations in five categories: cost optimization, performance, security,...Continue reading "
Which service should the company use?, A company is considering using AWS for a self-hosted database that requires a nightly shutdown for maintenance and cost-saving purposes. Which service should the company use?A . Amazon RedshiftB . Amazon DynamoDBC . Amazon Elastic Compute Cloud (Amazon EC2) with Amazon EC2 instance storeD . Amazon EC2 with Amazon Elastic Block Store (Amazon EBS)...Continue reading 
Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?, Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?A . Availability ZoneB . Edge locationC . RegionD . Private networking View Answer Answer: A Explanation: Reference: https://docs.aws.amazon.com/whitepapers/latest/aws-overview/global-infrastructure.html... 
Which of the following security-related services does AWS offer? (Choose two.), Which of the following security-related services does AWS offer? (Choose two.)A . Multi-factor authentication physical tokensB . AWS Trusted Advisor security checksC . Data encryptionD . Automated penetration testingE . Amazon S3 copyrighted content detection View Answer Answer: BC Explanation: Reference: https://aws.amazon.com/security/... 
Which of the following is the customer’s responsibility under the AWS shared responsibility model?, Which of the following is the customer’s responsibility under the AWS shared responsibility model?A . Patching underlying infrastructureB . Physical securityC . Patching Amazon EC2 instancesD . Patching network infrastructure View Answer Answer: C Explanation: Reference: https://aws.amazon.com/compliance/shared-responsibility-model/... 
Which of the following factors could influence the customer’s decision?, A customer is deploying a new application and needs to choose an AWS Region. Which of the following factors could influence the customer’s decision? (Choose two.)A . Reduced latency to usersB . The application’s presentation in the local languageC . Data sovereignty complianceD . Cooling costs in hotter climatesE . Proximity to the customer’s...Continue reading 
"Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)"," Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)A . Patching operating system components for Amazon Relational Database Server (Amazon RDS)B . Encrypting data on the client-sideC . Training the data center staffD . Configuring Network Access Control Lists (ACL)E . Maintaining environmental controls within a...Continue reading "
For which auditing process does AWS have sole responsibility?, For which auditing process does AWS have sole responsibility?A . AWS IAM policiesB . Physical securityC . Amazon S3 bucket policiesD . AWS CloudTrail Logs View Answer Answer: B... 
"If a customer needs to audit the change management of AWS resources, which of the following AWS services should the customer use?"," If a customer needs to audit the change management of AWS resources, which of the following AWS services should the customer use?A . AWS ConfigB . AWS Trusted AdvisorC . Amazon CloudWatchD . Amazon Inspector View Answer Answer: A Explanation: AWS Config is a service that enables you to assess, audit, and evaluate the...Continue reading "
Where can AWS compliance and certification reports be downloaded?," Where can AWS compliance and certification reports be downloaded?A . AWS ArtifactB . AWS ConciergeC . AWS Certificate ManagerD . AWS Trusted Advisor View Answer Answer: A Explanation: WS Artifact is your go-to, central resource for compliance-related information that matters to you. It provides on-demand access to AWS’s security and compliance reports and select...Continue reading "
Which is the MINIMUM AWS Support plan that allows for one-hour target response time for support cases?, Which is the MINIMUM AWS Support plan that allows for one-hour target response time for support cases?A . EnterpriseB . BusinessC . DeveloperD . Basic View Answer Answer: B Explanation: Reference: https://aws.amazon.com/premiumsupport/plans/... 
Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?, Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?A . Dedicated RIsB . Scheduled RIsC . Convertible RIsD . Standard RIs View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/reserved-instances/... 
Which of the following is a fast and reliable NoSQL database service?, Which of the following is a fast and reliable NoSQL database service?A . Amazon RedshiftB . Amazon RDSC . Amazon DynamoDBD . Amazon S3 View Answer Answer: C Explanation: Reference: https://aws.amazon.com/dynamodb/... 
Which AWS service provides the ability to manage infrastructure as code?, Which AWS service provides the ability to manage infrastructure as code?A . AWS CodePipelineB . AWS CodeDeployC . AWS Direct ConnectD . AWS CloudFormation View Answer Answer: D Explanation: AWS CloudFormation provides a common language for you to describe and provision all the infrastructure resources in your cloud environment. CloudFormation allows you to use...Continue reading 
How many Availability Zones should compute resources be provisioned across to achieve high availability?, How many Availability Zones should compute resources be provisioned across to achieve high availability?A . A minimum of oneB . A minimum of twoC . A minimum of threeD . A minimum of four or more View Answer Answer: B... 
What technology enables compute capacity to adjust as loads change?," What technology enables compute capacity to adjust as loads change?A . Load balancingB . Automatic failoverC . Round robinD . Auto Scaling View Answer Answer: D Explanation: AWS Auto Scaling monitors your applications and automatically adjusts capacity to maintain steady, predictable performance at the lowest possible cost. Using AWS Auto Scaling, it’s easy to...Continue reading "
How would an AWS customer easily apply common access controls to a large set of users?, How would an AWS customer easily apply common access controls to a large set of users?A . Apply an IAM policy to an IAM group.B . Apply an IAM policy to an IAM role.C . Apply the same IAM policy to all IAM users with access to the same workload.D . Apply an IAM...Continue reading 
Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Choose two.), Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Choose two.)A . AWS Storage GatewayB . Amazon S3C . Amazon Elastic File System (EFS)D . Amazon GlacierE . Amazom CloudFront View Answer Answer: BE Explanation: Reference: https://aws.amazon.com/getting-started/tutorials/deliver-content-faster/https://aws.amazon.com/cloudfront/... 
Which AWS service provides a customized view of the health of specific AWS services that power a customer’s workloads running on AWS?, Which AWS service provides a customized view of the health of specific AWS services that power a customer’s workloads running on AWS?A . AWS Service Health DashboardB . AWS X-RayC . AWS Personal Health DashboardD . Amazon CloudWatch View Answer Answer: C Explanation: Personal Health Dashboard gives you a personalized view of the status...Continue reading 
Which of the following services could be used to deploy an application to servers running on-premises? (Choose two.), Which of the following services could be used to deploy an application to servers running on-premises? (Choose two.)A . AWS Elastic BeanstalkB . AWS OpsWorksC . AWS CodeDeployD . AWS BatchE . AWS X-Ray View Answer Answer: BC Explanation: Reference: https://docs.aws.amazon.com/codedeploy/latest/userguide/instances-on-premises.html https://aws.amazon.com/blogs/aws/opsworks-on-prem-and-existing-instances/... 
Which service allows a company with multiple AWS accounts to combine its usage to obtain volume discounts?, Which service allows a company with multiple AWS accounts to combine its usage to obtain volume discounts?A . AWS Server Migration ServiceB . AWS OrganizationsC . AWS BudgetsD . AWS Trusted Advisor View Answer Answer: B Explanation: use the consolidated billing feature in AWS Organizations to consolidate billing and payment for multiple AWS accounts...Continue reading 
Which of the following is a benefit of using the AWS Cloud?, Which of the following is a benefit of using the AWS Cloud?A . Permissive security removes the administrative burden.B . Ability to focus on revenue-generating activities.C . Control over cloud network hardware.D . Choice of specific cloud hardware vendors. View Answer Answer: B Explanation: Developer and IT staff productivity accounted for nearly 30% of...Continue reading 
"What is the benefit of using AWS managed services, such as Amazon ElastiCache and Amazon Relational Database Service (Amazon RDS)?"," What is the benefit of using AWS managed services, such as Amazon ElastiCache and Amazon Relational Database Service (Amazon RDS)?A . They require the customer to monitor and replace failing instances.B . They have better performance than customer-managed services.C . They simplify patching and updating underlying OSs.D . They do not require the customer...Continue reading "
Which AWS Cost Management tool allows you to view the most granular data about your AWS bill?, Which AWS Cost Management tool allows you to view the most granular data about your AWS bill?A . AWS Cost ExplorerB . AWS BudgetsC . AWS Cost and Usage reportD . AWS Billing dashboard View Answer Answer: C Explanation: The Cost & Usage Report is your one-stop-shop for accessing the most granular data about...Continue reading 
Which services can be used across hybrid AWS Cloud architectures? (Choose two.), Which services can be used across hybrid AWS Cloud architectures? (Choose two.)A . Amazon Route 53B . Virtual Private GatewayC . Classic Load BalancerD . Auto ScalingE . Amazon CloudWatch default metrics View Answer Answer: AB Explanation: Reference: https://www.stratoscale.com/blog/cloud/building-hybrid-cloud-environment-using-amazon­cloud/... 
One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:, One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:A . it allows the business to eliminate IT bills.B . it allows the business to put a server in each customer’s data center.C . it allows the business to focus on business activities.D . it allows the...Continue reading 
Which AWS feature will reduce the customer’s total cost of ownership (TCO)?, Which AWS feature will reduce the customer’s total cost of ownership (TCO)?A . Shared responsibility security modelB . Single tenancyC . Elastic computingD . Encryption View Answer Answer: C... 
AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Choose two.), AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Choose two.)A . Implementing Amazon RekognitionB . Using AWS Shield-protected resourcesC . Blocking access with Security GroupsD . Using Multi-Factor Authentication (MFA)E . Enforcing password strength and expiration View Answer Answer: DE... 
"When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?"," When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?A . Dedicated HostsB . Reserved InstancesC . On-Demand InstancesD . No Upfront Reserved Instances View Answer Answer: A Explanation: Use Dedicated Hosts to launch Amazon EC2...Continue reading "
Which of the following are characteristics of Amazon S3? (Choose two.), Which of the following are characteristics of Amazon S3? (Choose two.)A . A global file systemB . An object storeC . A local file storeD . A network file systemE . A durable storage system View Answer Answer: BE... 
Which storage service can be used as a low-cost option for hosting static websites?, Which storage service can be used as a low-cost option for hosting static websites?A . Amazon GlacierB . Amazon DynamoDBC . Amazon Elastic File System (Amazon EFS)D . Amazon Simple Storage Service (Amazon S3) View Answer Answer: D Explanation: Reference: https://aws.amazon.com/getting-started/projects/host-static-website/... 
Which of the following is a shared control between the customer and AWS?, Which of the following is a shared control between the customer and AWS?A . Providing a key for Amazon S3 client-side encryptionB . Configuration of an Amazon EC2 instanceC . Environmental controls of physical AWS data centersD . Awareness and training View Answer Answer: D Explanation: Reference: https://aws.amazon.com/compliance/shared-responsibility-model/... 
Which AWS services can host a Microsoft SQL Server database? (Choose two.), Which AWS services can host a Microsoft SQL Server database? (Choose two.)A . Amazon EC2B . Amazon Relational Database Service (Amazon RDS)C . Amazon AuroraD . Amazon RedshiftE . Amazon S3 View Answer Answer: AB Explanation: Reference: https://aws.amazon.com/sql/... 
